No.,日付,日付S,場 R,場所,日次,Ｒ,レース名,発走時刻,クラス,年限定,芝ダ,距離,距離,外回り,コース区分,コースマーク,コースグループ数,コースグループ名1,頭,頭数,フルゲート頭数,R印1,レース印2,レース印3,枠番,馬番,B,馬印1,馬印2,馬印3,馬印4,馬名,馬名S,Ｃ,性,齢,性別,年齢,騎手,斤量,馬齢斤量差,斤量体重比,所属,調教師,所属,降級戦,投票,マイニング値,マイニング順位,ﾏｲ差,対戦型マイニング値,対戦型マイニング順位,Tﾏ差,指数1,指数順位1,指差1,指数2,指数順位2,指差2,指数3,指数順位3,指差3,指数4,指数順位4,指差4,取消しフラグ,人気,単オッズ,単ｼｪｱ,複勝人気,複勝オッズ下,上,複ｼｪｱ,単複S比,指時系1・単勝,指時系1・人気,指時系2・単勝,指時系2・人気,指時系3・単勝,指時系3・人気,指時系4・単勝,指時系4・人気,指時系1・複勝下,複上1,複人1,指時系2・複勝下,複上2,複人2,指時系3・複勝下,複上3,複人3,指時系4・複勝下,複上4,複人4,着,単勝,複勝,枠連配当,馬連配当,馬単配当,３連複配当,３連単配当,馬体重,増減,本賞金,収得賞金,キャリア(当時/取消等含),キャリア(最新),全1,全2,全3,全外,平1,平2,平3,平外,芝1,芝2,芝3,芝外,ダ1,ダ2,ダ3,ダ外,障1,障2,障3,障外,他1,他2,他3,他外,チェック騎手タイプ,チェック調教師タイプ,調教師多頭出し数,馬主多頭出し数,馬記号,馬主,馬主タイプ,生産者,生産者タイプ,産地,種牡馬,父タイプ名,母名,母父名,母父タイプ名,父母父名,父母父タイプ名,母母父名,母母父タイプ名,毛色,生年,誕生日,騎手誕生日(歳),調教師誕生日(歳),兄弟(収得1位),勝数,兄弟(収得2位),勝数,兄弟(収得3位),勝数,兄弟(収得4位),勝数,兄弟(収得5位),勝数,馬名の意味由来,チェック日,チェック馬コメント,チェック馬コメント,馬コメント,馬コメント,予想コメント,予想コメント,結果コメント,結果コメント,KOL関係者コメント,KOL関係者コメント,KOL次走へのメモ,KOL次走へのメモ,レースコメント,レースコメント,騎手コメント,騎手コメント,調教師コメント,調教師コメント,ワーク1,ワーク1S,ワーク2,ワーク2S,ワーク3,ワーク3S,ワーク4,ワーク4S,間隔,休明戦目,前番,前人気,前着順,前着差,前確定着順,前入線順位,前異常コード,前走騎手,乗替,前斤量,斤量差,前馬体重,前馬体重増減,前走開催,前場所,同場,前レース印,前レース印2,前レース印3,前馬印1,前印2,前印3,前印4,前印5,前印6,前印7,前印8,前芝ダ,前距離,距離差,前芝ダ,今芝ダ,前走コースマーク,前走コースグループ数,前走コースグループ名1,前馬場状態,前ｸﾗｽ,前頭数,頭差,前通過1,前通過2,前通過3,前通過4,前脚質,前走決め手,前3F順,前走予想コメント,前走予想コメント,前走結果コメント,前走結果コメント,前走KOLコメント,前走KOLコメント,前走KOL次走メモ,前走KOL次走メモ,前レースコメント,前走レースコメント,レースID(旧),レースID(新),血統登録番号,トラックC,トラックコード(JV),クラスC,グレード,競走種別C,重量C,競走記号コード,性別コード,馬記号コード,見習いコード,調教師所属コード,騎手コード,調教師コード,馬主コード,前レースID(新),前レースID(旧)
388,0523,2026.5.23,京2,京都,9,2,未勝利,10:40,未勝利,３歳,ダ,1800,1800,,,,,,14,14,16,,,,3,4,,,,,, タイセイグローバル,タイセイグローバル,,牡,3,牡,3,角田大和, 57 ,0.0,,(栗),小林真也,栗東,,1,,,,,,,,,,,,,,,,,,,,8,31.1,2.6,8,4.8,8.3,3.1,122.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,206,0,7,7,0,0,1,6,0,0,1,6,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,田中成奉,,社台ファーム,,千歳市,アドマイヤマーズ,ロイヤルチャージャー系,ラグプリンセス,"Union Rags",ニアークティック系,Medicean,ネイティヴダンサー系,"Unbridled's Song",ネイティヴダンサー系,栗毛,2023,0307,"2001年 9月 3日(24歳)","1981年 2月17日(45歳)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,連闘,,9,10,13着, 2.7,13,13,0,角田大和,, 57 ,0.0,482,-4,"260516 3京7  5R",京都,同場,,,,,,,,,,,,芝,1800,0,芝,ダ,,,,良,未勝利,14,0,,,13,13,後,後方,12,,,,,,,,,,,0826390204,202605230803090204,2023105256,1,24,7, ,12,3,003,1,00,0,2,01186,01185,224007,202605160803070509,0826370509
389,0523,2026.5.23,京2,京都,9,2,未勝利,10:40,未勝利,３歳,ダ,1800,1800,,,,,,14,14,16,,,,4,5,,,,,, テンカフブ,テンカフブ,,牡,3,牡,3,田山旺佑,55△,-2.0,,(栗),吉村圭司,栗東,,1,,,,,,,,,,,,,,,,,,,,11,46.2,1.7,9,5.7,9.9,2.6,150.2,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,岡浩二,,サンデーヒルズ,,新ひだか町,ニューイヤーズデイ,ネイティヴダンサー系,ホーリーレジェンド,アイルハヴアナザー,ネイティヴダンサー系,"Dixie Union",ニアークティック系,バブルガムフェロー,ロイヤルチャージャー系,黒鹿,2023,0205,"2006年 7月20日(19歳)","1972年 5月31日(53歳)",,,,,,,,,,,天下布武,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,10,12,８着, 2.2,8,8,0,田山旺佑,,55△,0.0,484,0,"260509 3京5  2R",京都,同場,,,,,,,,,,,,ダ,1800,0,ダ,ダ,,,,良,未勝利,15,-1,11,12,12,11,後,後方,5,,,,,,,,,,,0826390205,202605230803090205,2023102704,1,24,7, ,12,3,003,1,00,2,2,01220,01130,370008,202605090803050210,0826350210
390,0523,2026.5.23,京2,京都,9,2,未勝利,10:40,未勝利,３歳,ダ,1800,1800,,,,,,14,14,16,,,,4,6,,,,,, アルメーリス,アルメーリス,,牡,3,牡,3,斎藤新, 57 ,0.0,,(栗),高橋一哉,栗東,,1,,,,,,,,,,,,,,,,,,,,9,33.6,2.4,13,10.2,18.1,1.4,57.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,,,吉田安惠,,追分ファーム,,安平町,モーリス,ロイヤルチャージャー系,アルメーリヒ,ネオユニヴァース,ロイヤルチャージャー系,カーネギー,ニアークティック系,"Dashing Blade",ナスルーラ系,鹿毛,2023,0403,"2001年 2月 9日(25歳)","1986年 3月 4日(40歳)",アルメリアブルーム,5,ターフェルムジーク,2,タイタニウム,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2,1,7,９着, 4.4,9,9,0,田口貫太,替, 57 ,0.0,546,+6,"260321 1阪9  3R",阪神,別場,,,,,,,,,,,,ダ,2000,-200,ダ,ダ,,,,稍重,未勝利,10,4, 7, 9, 9, 7,後,後方,8,,,,,,,,,,,0826390206,202605230803090206,2023103675,1,24,7, ,12,3,003,1,00,0,2,01178,01206,221007,202603210901090301,0926190301
391,0523,2026.5.23,京2,京都,9,2,未勝利,10:40,未勝利,３歳,ダ,1800,1800,,,,,,14,14,16,,,,5,7,,,,,, ベラジオヴァレル,ベラジオヴァレル,,牡,3,牡,3,岩田望来, 57 ,0.0,,(栗),上村洋行,栗東,,1,,,,,,,,,,,,,,,,,,,,5,7.6,10.5,5,2.3,3.8,7.5,72.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ベラジオレーシング,,社台ファーム,,千歳市,ロードカナロア,ネイティヴダンサー系,リリーオブザヴァレー,Galileo,ニアークティック系,"Storm Cat",ニアークティック系,Pennekamp,ネイティヴダンサー系,鹿毛,2023,0421,"2000年 5月31日(25歳)","1973年10月23日(52歳)",ビヨンドザヴァレー,5,ヴァンキッシュラン,3,リリーピュアハート,3,セントレオナード,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,1,5,4,11着, 1.3,11,11,0,岩田望来,, 57 ,0.0,504,0,"260104 1京1  5R",京都,同場,,,,,,,,,,,,芝,1800,0,芝,ダ,,,,良,新馬,18,-4,,, 9, 9,中,中団,10,,,,,,,,,,,0826390207,202605230803090207,2023103591,1,24,7, ,12,3,003,1,00,0,2,01174,01168,162803,202601040801010505,0826110505
392,0523,2026.5.23,京2,京都,9,2,未勝利,10:40,未勝利,３歳,ダ,1800,1800,,,,,,14,14,16,,,,5,8,,,,,, ウォーターサオラ,ウォーターサオラ,,牡,3,牡,3,松若風馬, 57 ,0.0,,(栗),庄野靖志,栗東,,1,,,,,,,,,,,,,,,,,,,,13,54.8,1.5,11,6.8,11.9,2.1,146.6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,山岡正人,,王蔵牧場,,浦河町,ウォータービルド,ロイヤルチャージャー系,ウォーターボヌール,ロードカナロア,ネイティヴダンサー系,"Boston Harbor",ナスルーラ系,ネオユニヴァース,ロイヤルチャージャー系,鹿毛,2023,0302,"1995年 9月 4日(30歳)","1970年 3月 2日(56歳)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,15,8,12着, 3.0,12,12,0,松若風馬,, 57 ,0.0,458,-6,"260502 3京3  2R",京都,同場,,,,,,,,,,,,ダ,1800,0,ダ,ダ,,,,重,未勝利,15,-1, 3, 3, 5, 7,中,中団,13,,,,,,,,,,,0826390208,202605230803090208,2023101667,1,24,7, ,12,3,003,1,00,0,2,01154,01087,312006,202605020803030215,0826330215
393,0523,2026.5.23,京2,京都,9,2,未勝利,10:40,未勝利,３歳,ダ,1800,1800,,,,,,14,14,16,,,,6,9,B,,,,, フォーオール,フォーオール,,セ,3,セ,3,横山和生, 57 ,0.0,,(栗),昆貢,栗東,,1,,,,,,,,,,,,,,,,,,,,3,6.0,13.2,4,2.1,3.4,8.6,65.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,安原浩司,,辻牧場,,浦河町,カリフォルニアクローム,ナスルーラ系,アンジュデジール,ディープインパクト,ロイヤルチャージャー系,"Not For Love",ネイティヴダンサー系,フレンチデピュティ,ニアークティック系,栗毛,2023,0410,"1993年 3月23日(33歳)","1958年 6月14日(67歳)",アンジュアルディ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,7,5,８着, 2.0,8,8,0,横山典弘,替, 57 ,0.0,494,-10,"260426 3京2  2R",京都,同場,,,,,,,,,,,,ダ,1800,0,ダ,ダ,,,,良,未勝利,15,-1, 2, 2, 2, 8,中,中団,12,,,,,,,,,,,0826390209,202605230803090209,2023106682,1,24,7, ,12,3,003,3,00,0,2,01140,01044,271008,202604260803020207,0826320207
394,0523,2026.5.23,京2,京都,9,2,未勝利,10:40,未勝利,３歳,ダ,1800,1800,,,,,,14,14,16,,,,6,10,,,,,, タマモスカイ,タマモスカイ,,牡,3,牡,3,吉村誠之, 57 ,0.0,,(栗),茶木太樹,栗東,,1,,,,,,,,,,,,,,,,,,,,4,7.2,11.0,3,1.8,2.9,10.5,94.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,59,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,タマモ,,岡田牧場,,新ひだか町,ナダル,ロイヤルチャージャー系,タマモマナムスメ,マンハッタンカフェ,ロイヤルチャージャー系,Pulpit,ナスルーラ系,アフリート,ネイティヴダンサー系,栗毛,2023,0516,"2006年 1月 4日(20歳)","1983年10月 1日(42歳)",タマモヒメギミ,3,タマモアポローン,3,タマモマスラオ,2,タマモアテネ,2,タマモジュニア,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,3,５着, 1.6,5,5,0,吉村誠之,, 57 ,0.0,488,0,"260509 3京5  2R",京都,同場,,,,,,,,,,,,ダ,1800,0,ダ,ダ,,,,良,未勝利,15,-1, 8, 8, 8, 7,中,中団,4,,,,,,,,,,,0826390210,202605230803090210,2023102469,1,24,7, ,12,3,003,1,00,0,2,01216,01181,515800,202605090803050202,0826350202
395,0523,2026.5.23,京2,京都,9,2,未勝利,10:40,未勝利,３歳,ダ,1800,1800,,,,,,14,14,16,,,,7,11,,,,,, ロードステラート,ロードステラート,,牡,3,牡,3,西村淳也, 57 ,0.0,,(栗),武英智,栗東,,1,,,,,,,,,,,,,,,,,,,,2,5.6,14.2,2,1.7,2.6,12.0,85.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,983,0,9,9,0,2,2,5,0,2,2,5,0,0,0,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,,2,,ロードホースクラブ,,ケイアイファーム,,新ひだか町,キタサンブラック,ロイヤルチャージャー系,ブリュネット,ダイワメジャー,ロイヤルチャージャー系,サクラバクシンオー,ナスルーラ系,"Giant's Causeway",ニアークティック系,鹿毛,2023,0426,"1999年 7月30日(26歳)","1980年12月31日(45歳)",ロードブレイズ,3,ロードソルスティス,2,パラディ,1,ブラックオパール,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,8,2,３着, 2.3,3,3,0,富田暁,替, 57 ,0.0,494,-2,"260509 1新3  2R",新潟,別場,,,,,,,,,,,,ダ,1800,0,ダ,ダ,,,,稍重,未勝利,10,4, 4, 3, 3, 3,先,先行,4,,,,,,,,,,,0826390211,202605230803090211,2023105838,1,24,7, ,12,3,003,1,00,0,2,01171,01161,170800,202605090401030208,0426130208
396,0523,2026.5.23,京2,京都,9,2,未勝利,10:40,未勝利,３歳,ダ,1800,1800,,,,,,14,14,16,,,,7,12,,,,,, ホープレイジング,ホープレイジング,,牡,3,牡,3,小崎綾也, 57 ,0.0,,(栗),小崎憲,栗東,,1,,,,,,,,,,,,,,,,,,,,14,121.0,0.7,14,13.9,24.7,1.0,150.4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,三浦勝仁,,曾我博,,新ひだか町,クリソベリル,ロイヤルチャージャー系,ゴールウェイ,フサイチコンコルド,ニアークティック系,エルコンドルパサー,ネイティヴダンサー系,メジロライアン,ニアークティック系,鹿毛,2023,0202,"1995年 5月13日(31歳)","1971年 3月30日(55歳)",シホノフォルテ,3,リュウグウハヤブサ,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,連闘,,5,16,11着, 2.2,11,11,0,藤懸貴志,替, 57 ,0.0,452,-2,"260517 3京8  2R",京都,同場,,,,,,,,,,,,ダ,1400,+400,ダ,ダ,,,,良,未勝利,16,-2,,,15,14,後,後方,6,,,,,,,,,,,0826390212,202605230803090212,2023102793,1,24,7, ,12,3,003,1,00,0,2,01152,01085,810033,202605170803080205,0826380205
397,0523,2026.5.23,京2,京都,9,2,未勝利,10:40,未勝利,３歳,ダ,1800,1800,,,,,,14,14,16,,,,8,13,,,,,, マルカアルバ,マルカアルバ,,牡,3,牡,3,酒井学, 57 ,0.0,,(栗),小栗実,栗東,,1,,,,,,,,,,,,,,,,,,,,12,46.9,1.7,12,7.4,13.1,1.9,113.4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,3,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,,,日下部猛,,社台ファーム,,千歳市,イスラボニータ,ロイヤルチャージャー系,マルカソレイユ,ダイワメジャー,ロイヤルチャージャー系,Cozzene,ナスルーラ系,Starborough,ニアークティック系,青鹿,2023,0330,"1980年 2月 4日(46歳)","1987年 2月 4日(39歳)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,14,10,13着, 2.6,13,13,0,田口貫太,替, 57 ,0.0,530,+9,"260314 1阪7  2R",阪神,別場,,,,,,,,,,,,ダ,1400,+400,ダ,ダ,,,,良,未勝利,16,-2,,, 9, 8,中,中団,15,,,,,,,,,,,0826390213,202605230803090213,2023103562,1,24,7, ,12,3,003,1,00,0,2,01034,01194,927033,202603140901070214,0926170214
398,0523,2026.5.23,京2,京都,9,2,未勝利,10:40,未勝利,３歳,ダ,1800,1800,,,,,,14,14,16,,,,8,14,,,,,, ロードファイター,ロードファイター,,牡,3,牡,3,団野大成, 57 ,0.0,,(栗),東田明士,栗東,,1,,,,,,,,,,,,,,,,,,,,7,24.6,3.2,7,3.7,6.4,4.2,128.3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,302,0,7,7,0,0,0,7,0,0,0,7,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,,2,,ロードホースクラブ,,山際牧場,,新ひだか町,ホッコータルマエ,ネイティヴダンサー系,セラフィーヌ,ネオユニヴァース,ロイヤルチャージャー系,"Cherokee Run",ナスルーラ系,Nureyev,ニアークティック系,鹿毛,2023,0321,"2000年 6月22日(25歳)","1988年 9月27日(37歳)",パドカトル,2,ハワイアンダンサー,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,9,7,５着, 2.0,5,5,0,団野大成,, 57 ,0.0,474,0,"260502 3京3  2R",京都,同場,,,,,,,,,,,,ダ,1800,0,ダ,ダ,,,,重,未勝利,15,-1,11,11,10,10,中,中団,6,,,,,,,,,,,0826390214,202605230803090214,2023100430,1,24,7, ,12,3,003,1,00,0,2,01180,01209,170800,202605020803030209,0826330209
399,0523,2026.5.23,京3,京都,9,3,未勝利,11:10,未勝利,３歳,芝,1200,1200,,D,,,,16,16,16,,,,1,1,,,,,, ルナーマンス,ルナーマンス,,牝,3,牝,3,団野大成, 55 ,0.0,,(栗),斉藤崇史,栗東,,1,,,,,,,,,,,,,,,,,,,,7,15.3,5.2,11,5.7,8.6,3.0,58.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,190,0,3,3,0,0,1,2,0,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,,ゴドルフィン,,ダーレー・ジャパン・ファーム,,日高町,シルバーステート,ロイヤルチャージャー系,ルネイション,アドマイヤムーン,ネイティヴダンサー系,"Silver Hawk",ロイヤルチャージャー系,Pivotal,ニアークティック系,黒鹿,2023,0423,"2000年 6月22日(25歳)","1982年 8月29日(43歳)",チャージドアップ,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,7,5,９着, 0.4,9,9,0,団野大成,, 55 ,0.0,440,+12,"260207 2京3  5R",京都,同場,,,,,,,,,,,,芝,1600,-400,芝,芝,,,,良,未勝利,14,2,,, 5, 4,先,先行,7,,,,,,,,,,,0826390301,202605230803090301,2023101176,0,17,7, ,12,3,003,2,00,0,2,01180,01151,003060,202602070802030507,0826230507
400,0523,2026.5.23,京3,京都,9,3,未勝利,11:10,未勝利,３歳,芝,1200,1200,,D,,,,16,16,16,,,,1,2,,,,,, リヴァイ,リヴァイ,,牡,3,牡,3,西村淳也, 57 ,0.0,,(栗),高野友和,栗東,,1,,,,,,,,,,,,,,,,,,,,3,6.1,13.0,3,2.3,3.2,9.3,71.3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,加藤裕司,,社台ファーム,,千歳市,サートゥルナーリア,ネイティヴダンサー系,ランドスケープ,ジャスタウェイ,ロイヤルチャージャー系,スペシャルウィーク,ロイヤルチャージャー系,クロフネ,ニアークティック系,黒鹿,2023,0301,"1999年 7月30日(26歳)","1976年 2月 4日(50歳)",,,,,,,,,,,ヘブライ語の「つながり」に由来する人名より,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,6,4,11着, 2.1,11,11,0,北村友一,替, 57 ,0.0,502,-4,"260308 1阪6  4R",阪神,別場,,,,,,,,,,,,ダ,1400,-200,ダ,芝,,,,良,未勝利,16,0,,, 5, 6,中,中団,13,,,,,,,,,,,0826390302,202605230803090302,2023103585,0,17,7, ,12,3,003,1,00,0,2,01171,01117,213033,202603080901060406,0926160406
401,0523,2026.5.23,京3,京都,9,3,未勝利,11:10,未勝利,３歳,芝,1200,1200,,D,,,,16,16,16,,,,2,3,,,,,, リフルフォース,リフルフォース,,牝,3,牝,3,北村友一, 55 ,0.0,,(栗),上村洋行,栗東,,1,,,,,,,,,,,,,,,,,,,,4,7.2,11.0,4,2.7,3.9,7.3,66.3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,ロードホースクラブ,,ケイアイファーム,,新ひだか町,ロードカナロア,ネイティヴダンサー系,イトワズマジック,"War Front",ニアークティック系,"Storm Cat",ニアークティック系,Galileo,ニアークティック系,鹿毛,2023,0316,"1986年10月 3日(39歳)","1973年10月23日(52歳)",ロードフォアエース,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,4,2,６着, 1.0,6,6,0,北村友一,, 55 ,0.0,468,0,"260210 2京4  5R",京都,同場,,,,,,,,,,,,芝,1600,-400,芝,芝,,,,良,新馬,16,0,,, 3, 4,先,先行,5,,,,,,,,,,,0826390303,202605230803090303,2023105788,0,17,7, ,12,3,003,2,00,0,2,01102,01168,170800,202602100802040504,0826240504
402,0523,2026.5.23,京3,京都,9,3,未勝利,11:10,未勝利,３歳,芝,1200,1200,,D,,,,16,16,16,,,,2,4,,,,,, ヤマニンフェイエル,ヤマニンフェイエル,,牡,3,牡,3,岩田望来, 57 ,0.0,,(栗),中村直也,栗東,,1,,,,,,,,,,,,,,,,,,,,6,10.6,7.5,5,2.8,4.0,7.1,94.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,498,0,6,6,0,1,0,5,0,1,0,5,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,土井肇,,錦岡牧場,,新冠町,フィエールマン,ロイヤルチャージャー系,ヤマニンアタシャン,フレンチデピュティ,ニアークティック系,"Green Tune",ニアークティック系,ニホンピロウイナー,ロイヤルチャージャー系,鹿毛,2023,0314,"2000年 5月31日(25歳)","1978年 8月20日(47歳)",ヤマニンアストロン,3,ヤマニンシュラ,3,ヤマニンリジッド,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,16,1,５着, 0.5,5,5,0,岩田望来,, 57 ,0.0,456,0,"260426 3京2  3R",京都,同場,,,,,,,,,,,,芝,1200,0,芝,芝,,,,良,未勝利,18,-2,,, 8, 8,中,中団,5,,,,,,,,,,,0826390304,202605230803090304,2023104358,0,17,7, ,12,3,003,1,00,0,2,01174,01186,329004,202604260803020316,0826320316
403,0523,2026.5.23,京3,京都,9,3,未勝利,11:10,未勝利,３歳,芝,1200,1200,,D,,,,16,16,16,,,,3,5,,,,,, レガリアーナ,レガリアーナ,,牝,3,牝,3,松若風馬, 55 ,0.0,,(栗),安達昭夫,栗東,,1,,,,,,,,,,,,,,,,,,,,14,66.7,1.2,14,8.5,12.8,2.0,165.4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,190,0,4,4,0,0,1,3,0,0,1,3,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,中塚孝明,,社台コーポレーション白老ファーム,,白老町,トーセンラー,ロイヤルチャージャー系,オルトルート,ローエングリン,ニアークティック系,Lycius,ネイティヴダンサー系,アグネスタキオン,ロイヤルチャージャー系,栗毛,2023,0307,"1995年 9月 4日(30歳)","1959年10月27日(66歳)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,5,8,13着, 3.8,13,13,0,酒井学,替, 55 ,0.0,374,+4,"260322 1阪10  3",阪神,別場,,,,,,,,,,,,ダ,1200,0,ダ,芝,,,,良,未勝利,13,3,,, 6, 9,後,後方,13,,,,,,,,,,,0826390305,202605230803090305,2023103763,0,17,7, ,12,3,003,2,00,0,2,01154,01042,172031,202603220901100305,09261A0305
404,0523,2026.5.23,京3,京都,9,3,未勝利,11:10,未勝利,３歳,芝,1200,1200,,D,,,,16,16,16,,,,3,6,,,,,, ヴィゴラスガイア,ヴィゴラスガイア,,牝,3,牝,3,吉村誠之, 55 ,0.0,,(栗),武英智,栗東,,1,,,,,,,,,,,,,,,,,,,,16,134.1,0.6,16,19.6,29.6,0.8,138.3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,山崎太嗣,,桑田牧場,,浦河町,リアルスティール,ロイヤルチャージャー系,ウェーブガイア,ヨハネスブルグ,ニアークティック系,"Storm Cat",ニアークティック系,ダイナマイトダディ,ナスルーラ系,鹿毛,2023,0129,"2006年 1月 4日(20歳)","1980年12月31日(45歳)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,10,16,16着, 1.8,16,16,0,永島まな,替,53◇,+2.0,404,-6,"260315 1名2  4R",中京,別場,,,,,,,,,,,,芝,1400,-200,芝,芝,,,,良,未勝利,18,-2,,,14,14,後,後方,15,,,,,,,,,,,0826390306,202605230803090306,2023105113,0,17,7, ,12,3,003,2,00,0,2,01216,01161,275031,202603150701020410,0726120410
